text,Emotion
i feel annoyed img class aligncenter size full wp image src http mrdanbaird,anger
i sort of suspected i was going to feel resentful and not really show my best side,anger
i feel your innocent love,joy
i see anything that would cause me to feel fearful or distrustful of him,fear
i just remember spending hours trying to bump my score above the mark and feeling frustrated by the questions they were a mixture of professor generated and usmleasy ones,anger
im feeling less fearful today ptl,fear
i was beginning to feel anxious about it and i asked him to help me out,fear
i love autumn and everything that comes with it although i feel i am getting excited for christmas way too early this year me and my friends including a href http andthenwear,joy
i feel weird a href http bondmusings,disgust
i am still working through the guilt of feeling selfish for self preservation without the justification that i must survive to bring up my babies,anger
i do not feel overwhelmed nor rushed,surprise
im glad i have a god with whom i can feel safe,joy
i hope to always remain grateful even when feeling a little unsure about my endeavors,joy
i still have cramps plus i get really dizzy when i stand up and my whole body is aching and i just generally feel extremely uncomfortable,disgust
the first day i visited the hospital i was disgusted because i experienced offensive smell which i never expected i nearly ran away from the course,disgust
i am feeling stressed or overwhelmed i have come to rely on those who i have met here mostly from the so club,surprise
i feel kind of insecure here anyways back to doha,fear
i would feel so excited waiting for the mailman to come to our house handing me these letters,joy
i feel selfish at times for wanting an escape from my day to day as i feel like i should be thinking of the kids and taking them some where instead,anger
i had a horrible tragedy something that i was terribly ashamed of or something that was causing me great pain or that was making me feel vulnerable i have more than just one or two very trusted people who i know i could call for help,disgust
